Timestamp,DeviceId,DeviceName,ActionType,FileName,FolderPath,SHA1,SHA256,MD5,FileSize,ProcessVersionInfoCompanyName,ProcessVersionInfoProductName,ProcessVersionInfoProductVersion,ProcessVersionInfoInternalFileName,ProcessVersionInfoOriginalFileName,ProcessVersionInfoFileDescription,ProcessId,ProcessCommandLine,ProcessIntegrityLevel,ProcessTokenElevation,ProcessCreationTime,AccountDomain,AccountName,AccountSid,LogonId,InitiatingProcessAccountDomain,InitiatingProcessAccountName,InitiatingProcessAccountSid,InitiatingProcessLogonId,InitiatingProcessIntegrityLevel,InitiatingProcessTokenElevation,InitiatingProcessSHA1,InitiatingProcessSHA256,InitiatingProcessMD5,InitiatingProcessFileName,InitiatingProcessFileSize,InitiatingProcessVersionInfoCompanyName,InitiatingProcessVersionInfoProductName,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoInternalFileName,InitiatingProcessVersionInfoOriginalFileName,InitiatingProcessVersionInfoFileDescription,InitiatingProcessId,InitiatingProcessCommandLine,InitiatingProcessCreationTime,InitiatingProcessFolderPath,InitiatingProcessParentId,InitiatingProcessParentFileName,InitiatingProcessParentCreationTime,InitiatingProcessSignerType,InitiatingProcessSignatureStatus,ReportId,AdditionalFields,InitiatingProcessSessionId,IsInitiatingProcessRemoteSession,CreatedProcessSessionId,IsProcessRemoteSession,ProcessUniqueId,InitiatingProcessUniqueId
"Oct 9, 2024 2:41:10 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,conhost.exe,C:\Windows\System32\conhost.exe,16e64043c60112957a1f8c9ffb3eb463a60058a0,b30426f225c10993891e33fb189714e1b9dfc1f45919a05a1e0a9db4313497e4,a0d79d2144d0fce3671b4aca5f1cf395,987136,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,ConHost,CONHOST.EXE,Console Window Host,3888,conhost.exe 0xffffffff -ForceV1,System,TokenElevationTypeDefault,"Oct 9, 2024 2:41:10 PM",nt authority,system,S-1-5-18,999,nt authority,system,S-1-5-18,999,System,TokenElevationTypeDefault,5bc59959e7d0d8226ca0d1e1a872be95d9cd9fea,d044ac1ac194c72d5daa89d7354d64f416ff29c137c277d23be48adcfdaca89d,6b6b28301521d2af023e744242772418,securebootencodeuefi.exe,126976,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2760,SecureBootEncodeUEFI.exe,SecureBootEncodeUEFI.exe,Secure Boot UEFI Encoder,2224,"""SecureBootEncodeUEFI.exe""","Oct 9, 2024 2:41:09 PM",c:\windows\system32\securebootencodeuefi.exe,1888,svchost.exe,"Oct 9, 2024 2:36:07 PM",OsVendor,Valid,315,,0,0,0,0,2533274790396208,2533274790396207
"Oct 9, 2024 2:41:09 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,SecureBootEncodeUEFI.exe,C:\Windows\System32\SecureBootEncodeUEFI.exe,5bc59959e7d0d8226ca0d1e1a872be95d9cd9fea,d044ac1ac194c72d5daa89d7354d64f416ff29c137c277d23be48adcfdaca89d,6b6b28301521d2af023e744242772418,126976,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2760,SecureBootEncodeUEFI.exe,SecureBootEncodeUEFI.exe,Secure Boot UEFI Encoder,2224,"""SecureBootEncodeUEFI.exe""",System,TokenElevationTypeDefault,"Oct 9, 2024 2:41:09 PM",nt authority,system,S-1-5-18,999,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,1888,svchost.exe -k netsvcs -p -s Schedule,"Oct 9, 2024 2:36:07 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:36:00 PM",OsVendor,Valid,314,,0,0,0,0,2533274790396207,2533274790395951
"Oct 9, 2024 2:41:23 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,MpCmdRun.exe,C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24020.7-0\MpCmdRun.exe,c28cb0493b2a486b4ef5acb0fafc14c3b404b808,be3b8e15558dd066b844e9e5d6def74c25347c4cd397b28d66b01ffd66bf7037,08e98dcc6392c8a4b7d9a51641c1299b,1650024,Microsoft Corporation,Microsoft® Windows® Operating System,4.18.24020.7,MpCmdRun,MpCmdRun.exe,Microsoft Malware Protection Command Line Utility,7136,"""MpCmdRun.exe"" GetDeviceTicket -AccessKey 7D1235C4-9571-8DC2-94DE-1A94912F1291 ",System,TokenElevationTypeDefault,"Oct 9, 2024 2:41:23 PM",nt authority,network service,S-1-5-20,996,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,c31f6552541b02ccf8e1a7ad48aae35cc58130db,d6844889f636bab0ab769263dbdaad5e2aeb2681c3c11ab6ab4610dab1c3eceb,bff93b64b0e785d5e5ac6caa0494501a,msmpeng.exe,133688,Microsoft Corporation,Microsoft® Windows® Operating System,4.18.24020.7,MsMpEng.exe,MsMpEng.exe,Antimalware Service Executable,2496,"""MsMpEng.exe""","Oct 9, 2024 2:36:09 PM",c:\programdata\microsoft\windows defender\platform\4.18.24020.7-0\msmpeng.exe,756,services.exe,"Oct 9, 2024 2:36:00 PM",OsVendor,Valid,326,,0,0,0,0,2533274790396209,2533274790395967
"Oct 9, 2024 2:41:48 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,MusNotification.exe,C:\Windows\System32\MusNotification.exe,886644826fc820f2a0852898bd4f328467133b17,57d9df4a82df630c20791e1da995b64f63768039b2d0c29ae480708c7413b0c1,caf1c448f09b879135c489bf6461077a,778240,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2652,MusNotificationBroker,MusNotification.exe,MusNotificationBroker,3288,"""MusNotification.exe""",System,TokenElevationTypeDefault,"Oct 9, 2024 2:41:48 PM",nt authority,system,S-1-5-18,0,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,1888,svchost.exe -k netsvcs -p -s Schedule,"Oct 9, 2024 2:36:07 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:36:00 PM",OsVendor,Valid,355,,0,0,0,0,2533274790396211,2533274790395951
"Oct 9, 2024 2:41:48 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,MoUsoCoreWorker.exe,C:\Windows\System32\MoUsoCoreWorker.exe,4017f9cd0082579234bee3f2c0975ca60032b500,9efd0215f17218c925241bab283b73b4d988d7db1b76babab5bf15c531d4c541,f4e49415099843a721089dd34e99ca27,2256896,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2652,MoUSO Core Worker Process,MoUSOCoreWorker.exe,MoUSO Core Worker Process,1780,mousocoreworker.exe -Embedding,System,TokenElevationTypeDefault,"Oct 9, 2024 2:41:48 PM",nt authority,system,S-1-5-18,0,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,896,svchost.exe -k DcomLaunch -p,"Oct 9, 2024 2:36:02 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:36:00 PM",OsVendor,Valid,356,"{""DesktopName"":""Service-0x0-3e7$\\Default""}",0,0,0,0,2533274790396212,2533274790395920
"Oct 9, 2024 2:41:49 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,MusNotificationUx.exe,C:\Windows\System32\MusNotificationUx.exe,0705aba8c831a54d699adc15b65ae2ea2503ca25,c2401bb2c4778d23a2983a3627f23078f5caa194f687759e0a42624335332a64,08da8fb013c99c5e47f9a535fceaf9b0,548864,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2582,MusNotificationUx.exe,MusNotificationUx.exe,MusNotificationUx.exe,3456,MusNotificationUx.exe /ClearActiveNotifications /CV ysPVN1MCSES/bfRx.0,High,TokenElevationTypeDefault,"Oct 9, 2024 2:41:49 PM",dc01,alice,S-1-5-21-827617619-716324038-3096087224-500,0,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,886644826fc820f2a0852898bd4f328467133b17,57d9df4a82df630c20791e1da995b64f63768039b2d0c29ae480708c7413b0c1,caf1c448f09b879135c489bf6461077a,musnotification.exe,778240,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2652,MusNotificationBroker,MusNotification.exe,MusNotificationBroker,3288,"""MusNotification.exe""","Oct 9, 2024 2:41:48 PM",c:\windows\system32\musnotification.exe,1888,svchost.exe,"Oct 9, 2024 2:36:07 PM",OsVendor,Valid,360,"{""DesktopName"":""WinSta0\\Default""}",0,0,2,1,2533274790396213,2533274790396211
"Oct 9, 2024 2:41:48 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,wsqmcons.exe,C:\Windows\System32\wsqmcons.exe,a3bef0afd2d1f9f36196bc0596fe14d9734a7eee,423012dc9bb70ea5e06a28ab7f28dda9ff2318adf62156d934e221ace4a1c330,03e7738431955ab4fd40e56d37dd6262,114688,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,wsqmcons.exe,wsqmcons.exe,Windows SQM Consolidator,5604,"""wsqmcons.exe""",System,TokenElevationTypeDefault,"Oct 9, 2024 2:41:48 PM",nt authority,system,S-1-5-18,999,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,1888,svchost.exe -k netsvcs -p -s Schedule,"Oct 9, 2024 2:36:07 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:36:00 PM",OsVendor,Valid,354,,0,0,0,0,2533274790396210,2533274790395951
"Oct 9, 2024 3:06:50 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,taskhostw.exe,C:\Windows\System32\taskhostw.exe,d6f490a94e2dd1eb982c450398f6f45013445b72,8b784a9f3325922f6b677433613bd0ce40fb2434e6c501c3231adcd530744531,1835fe732dc634e0107eb63b7ebcb8fd,112984,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2694,taskhostw.exe,taskhostw.exe,Host Process for Windows Tasks,4680,taskhostw.exe Install $(Arg0),Medium,TokenElevationTypeDefault,"Oct 9, 2024 3:06:50 PM",dc01,bob,S-1-5-21-827617619-716324038-3096087224-1000,1264645,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,1764,svchost.exe -k netsvcs -p -s Schedule,"Oct 9, 2024 2:45:43 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:45:39 PM",OsVendor,Valid,3777,"{""DesktopName"":""winsta0\\default""}",0,0,3,1,2814749767107017,2814749767106605
"Oct 9, 2024 3:08:06 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,4d70bdf57f36cd27925fbda50b4cad05d0ccb64f,1792731e030b7fe35a7eb21c9f907eae6e4ac381de918003f2709185c4ce0a5a,90815c0783bc9f9f6d96862c25c192bf,507904,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.1,Wmiprvse.exe,Wmiprvse.exe,WMI Provider Host,3612,wmiprvse.exe -secured -Embedding,System,TokenElevationTypeDefault,"Oct 9, 2024 3:08:06 PM",nt authority,network service,S-1-5-20,0,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,892,svchost.exe -k DcomLaunch -p,"Oct 9, 2024 2:45:40 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:45:39 PM",OsVendor,Valid,3822,,0,0,0,0,2814749767107019,2814749767106576
"Oct 9, 2024 3:08:19 PM",519c3f1d95fc1de87e9e09a9884365b64c2fe50e,dc01,ProcessCreated,WmiPrvSE.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,4d70bdf57f36cd27925fbda50b4cad05d0ccb64f,1792731e030b7fe35a7eb21c9f907eae6e4ac381de918003f2709185c4ce0a5a,90815c0783bc9f9f6d96862c25c192bf,507904,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.1,Wmiprvse.exe,Wmiprvse.exe,WMI Provider Host,468,wmiprvse.exe -Embedding,System,TokenElevationTypeDefault,"Oct 9, 2024 3:08:19 PM",nt authority,system,S-1-5-18,0,nt authority,system,S-1-5-18,0,System,TokenElevationTypeDefault,238304aa84d6a01d65f9d8309008c7434229c139,89c291326e2017e25a206a4ed135267adbb5839cdf730936f3d4af948195256e,6d32c214dff967fc889a705d0b77cfa0,svchost.exe,80056,Microsoft Corporation,Microsoft® Windows® Operating System,10.0.20348.2520,svchost.exe,svchost.exe,Host Process for Windows Services,892,svchost.exe -k DcomLaunch -p,"Oct 9, 2024 2:45:40 PM",c:\windows\system32\svchost.exe,756,services.exe,"Oct 9, 2024 2:45:39 PM",OsVendor,Valid,3835,"{""DesktopName"":""Service-0x0-3e7$\\Default""}",0,0,0,0,2814749767107022,2814749767106576
